Date of Interview,Client name,Industry,Location,Position to be closed,Nature of Skillset,Interview Type,Name(Cand ID),Gender,Candidate Current Location,Candidate Job Location,Interview Venue,Candidate Native location,Have you obtained the necessary permission to start at the required time,Hope there will be no unscheduled meetings,Can I Call you three hours before the interview and follow up on your attendance for the interview,Can I have an alternative number/ desk number. I assure you that I will not trouble you too much,Have you taken a printout of your updated resume. Have you read the JD and understood the same,Are you clear with the venue details and the landmark.,Has the call letter been shared,Observed Attendance,Marital Status,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 620,Male,Chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,Yes,Married,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 624,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Yes,Single,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending And Liabilities,Scheduled ,Candidate 627,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,L & L,Scheduled ,Candidate 630,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending & Liability,Scheduled ,Candidate 632,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Banking operations,Scheduled ,Candidate 633,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Yes,Married,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,L & L,Scheduled ,Candidate 635,Female,Chennai,Chennai,Chennai,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Lending&Liablities,Scheduled ,Candidate 636,Male,Bangalore,Bangalore,Bangalore,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Lending&Liablities,Scheduled ,Candidate 637,Male,Bangalore,Bangalore,Bangalore,Ambur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 639,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 640,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 641,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Yes,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 643,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 644,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 645,Male,Chennai,Chennai,Chennai,Cochin,NA,NA,NA,NA,NA,NA,NA,Yes,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 648,Male,Chennai,Chennai,Chennai,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 649,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Yes,Married,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 651,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 653,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Yes,Married,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 654,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,yes,Married,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 656,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Yes,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 660,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 662,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,yes,No,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 664,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 666,Female,Chennai,Chennai,Chennai,Chandigarh,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 667,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 668,Male,Chennai,Chennai,Chennai,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 669,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 671,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 674,Male,Chennai,Chennai,Chennai,Cochin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 675,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 677,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 679,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 681,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 684,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 685,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 686,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 688,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 689,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 690,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 693,Female,Chennai,Chennai,Chennai,Tirupati,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 694,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 695,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 696,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 697,Female,Chennai,Chennai,Chennai,Allahabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 698,Female,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 700,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 702,Female,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 703,Male,chennai,Chennai,Chennai,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 704,Male,chennai,Chennai,Chennai,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 705,Female,chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 707,Male,Chennai,Chennai,Chennai,Ahmedabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 708,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 711,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 713,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 714,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 715,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 716,Female,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 719,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 720,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 722,Male,chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 723,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 725,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 726,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 727,Male,chennai,Chennai,Chennai,Mysore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 731,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 732,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 733,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 734,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 735,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 737,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 741,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 742,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 743,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 744,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 745,Male,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 747,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 748,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 749,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 750,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 752,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 753,Male,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 756,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 757,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 758,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 760,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 761,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 762,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 763,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 764,Male,Chennai,Chennai,Chennai,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 765,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 767,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 768,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 772,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 773,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
21.4.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 774,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
21.4.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 775,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
21.4.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 776,Male,Chennai,Chennai,Chennai,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
21.4.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 777,Female,Chennai,Chennai,Chennai,Cochin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
21.4.16,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 778,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
21.4.16,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 783,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
21.4.16,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 785,Female,Chennai,Chennai,Chennai,Cochin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
21.4.16,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 786,Male,chennai,Chennai,Chennai,Pune,NA,NA,NA,NA,NA,NA,NA,Yes,Single,,,,,
21.4.16,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 787,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
21.4.16,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 788,Male,chennai,Chennai,Chennai,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
21/04/16,Standard Chartered Bank,BFSI,chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 790,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
21.4.16,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled Walk In,Candidate 792,Male,Chennai,Chennai,Chennai,Pune,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
